DL16,54.69848,-1.60429
DL17,54.68118,-1.54086
DL2,54.5286,-1.6013
DL3,54.53209,-1.57035
DL4,54.63029,-1.64368
DL5,54.61749,-1.57565
DL6,54.37042,-1.38885
DL7,54.33761,-1.48471
DL8,54.29267,-1.78489
DL9,54.37521,-1.70902
DN1,53.52205,-1.1296
DN10,53.42705,-0.94339
DN11,53.45158,-1.08284
DN12,53.48313,-1.22082
DN14,53.70747,-0.93638
DN15,53.61469,-0.64994
DN16,53.56782,-0.63935
DN17,53.5721,-0.70114
DN18,53.68055,-0.44643
DN19,53.68387,-0.35847
DN2,53.53264,-1.10222
DN20,53.55723,-0.50531
DN21,53.41927,-0.70129
DN22,53.32352,-0.92643
DN3,53.54578,-1.05817
DN31,53.57014,-0.08648
DN32,53.56266,-0.06869
DN33,53.53974,-0.09691
DN34,53.55705,-0.11123
DN35,53.55494,-0.03583
DN36,53.51089,-0.03636
DN37,53.54033,-0.13461
DN38,53.56115,-0.39192
DN39,53.617,-0.33385
DN4,53.50581,-1.12088
DN40,53.6208,-0.22331
DN41,53.58351,-0.19466
DN5,53.53763,-1.17153
DN6,53.5961,-1.17643
DN7,53.58139,-1.01508
DN8,53.61415,-0.95535
DN9,53.50661,-0.89316
DT1,50.71093,-2.44052
DT10,50.93702,-2.33306
DT11,50.86091,-2.18047
DT2,50.74955,-2.45365
DT3,50.64067,-2.46674
DT4,50.60921,-2.4636
DT5,50.54724,-2.44041
DT6,50.73886,-2.77528
DT7,50.7286,-2.94657
DT8,50.81632,-2.7581
DT9,50.94086,-2.51529
DY1,52.51648,-2.0958
DY10,52.38594,-2.22483
DY11,52.38496,-2.26009
DY12,52.38569,-2.32916
DY13,52.33637,-2.28035
DY14,52.37985,-2.46282
DY2,52.49671,-2.08102
DY3,52.52994,-2.12826
DY4,52.53269,-2.05308
DY5,52.48049,-2.12223
DY6,52.49842,-2.16353
DY7,52.46596,-2.22376
DY8,52.45978,-2.15455
DY9,52.43554,-2.1221
E1,51.51766,-0.05841
E10,51.56814,-0.01153
E11,51.56769,0.01443
E12,51.54992,0.05404
E13,51.527,0.02705
E14,51.5062,-0.01855
E15,51.53911,0.00307
E16,51.51083,0.02633
E17,51.58623,-0.01796
E18,51.59176,0.02705
E1W,51.50775,-0.05739
E2,51.52939,-0.0608
E20,51.54593,0.09248
E3,51.52789,-0.02482
E4,51.62196,-0.00339
E5,51.55893,-0.05233
E6,51.5256,0.05583
E7,51.54678,0.02793
E8,51.54202,-0.06315
E9,51.54258,-0.04293
EC1,51.52286,-0.10144
EC1A,51.52019,-0.103
EC1M,51.52106,-0.10152
EC1N,51.52026,-0.10732
EC1R,51.52475,-0.10713
EC1V,51.52549,-0.09701
EC1Y,51.52272,-0.0928
EC2,51.51995,-0.08859
EC2A,51.5226,-0.0856
EC2M,51.51811,-0.08578
EC2N,51.51631,-0.08586
EC2P,51.5167,-0.09356
EC2R,51.5164,-0.09162
EC2V,51.51553,-0.0931
EC2Y,51.52007,-0.09579
EC3,51.51357,-0.08309
EC3A,51.51534,-0.08158
EC3M,51.51267,-0.08313
EC3N,51.5126,-0.07881
EC3P,51.52016,-0.10156
EC3R,51.51179,-0.08461
EC3V,51.51361,-0.08597
EC4,51.51475,-0.10034
EC4A,51.51576,-0.10751
EC4M,51.51475,-0.10034
EC4N,51.51463,-0.09314
EC4R,51.51191,-0.09181
EC4V,51.51293,-0.09897
EC4Y,51.51397,-0.10758
EH1,55.95243,-3.1884
EH10,55.92077,-3.20984
EH11,55.93387,-3.24867
EH12,55.94262,-3.27137
EH13,55.90788,-3.24144
EH14,55.90925,-3.28308
EH15,55.94686,-3.11136
EH16,55.92221,-3.15387
EH17,55.90704,-3.14222
EH18,55.87667,-3.12215
EH19,55.87324,-3.10446
EH2,55.95417,-3.19486
EH20,55.87905,-3.15579
EH21,55.93845,-3.04548
EH22,55.88441,-3.06001
EH23,55.83956,-3.05081
EH24,55.85051,-3.13257
EH25,55.85821,-3.17434
EH26,55.83257,-3.22307
EH27,55.89063,-3.42319
EH28,55.9306,-3.38624
EH29,55.95652,-3.39838
EH3,55.95412,-3.19967
EH30,55.98455,-3.38336
EH31,56.03627,-2.82661
EH32,55.96799,-2.94853
EH33,55.94196,-2.94469
EH34,55.90919,-2.8799
EH35,55.91053,-2.94233
EH36,55.85637,-2.85155
EH37,55.86188,-2.95873
EH38,55.78638,-2.96006
EH39,56.04766,-2.73052
EH4,55.96253,-3.25761
EH40,55.99057,-2.6557
EH41,55.94854,-2.7751
EH42,55.99389,-2.52428
EH43,55.62422,-3.0101
EH44,55.62015,-3.06558
EH45,55.65494,-3.19209
EH46,55.73689,-3.3491
EH47,55.85976,-3.66336
EH48,55.9011,-3.66353
EH49,55.97656,-3.59785
EH5,55.97463,-3.21633
EH51,56.01153,-3.6041
EH52,55.93756,-3.48256
EH53,55.8936,-3.47608
EH54,55.89212,-3.524
EH55,55.84748,-3.57178
EH6,55.97144,-3.17456
EH7,55.96075,-3.16463
EH8,55.94909,-3.16268
EH9,55.9336,-3.18463
EN1,51.6536,-0.06707
EN10,51.74005,-0.01992
EN11,51.76502,-0.00723
EN2,51.6585,-0.09144
EN3,51.65852,-0.03794
EN4,51.6479,-0.15983
EN5,51.64934,-0.19447
EN6,51.69942,-0.17656
EN7,51.71025,-0.0661
EN8,51.69799,-0.03189
EN9,51.69451,0.01427
EX1,50.72543,-3.50479
EX10,50.69252,-3.24461
EX11,50.74603,-3.28714
EX12,50.70585,-3.08066
EX13,50.78655,-3.00733
EX14,50.81272,-3.1896
EX15,50.87675,-3.33907
EX16,50.92258,-3.49122
EX17,50.81176,-3.70205
EX18,50.90155,-3.88739
EX19,50.87712,-4.0044
EX2,50.70998,-3.51705
EX20,50.75004,-4.01882
EX21,50.80507,-4.20857
EX22,50.82804,-4.3673
EX23,50.82366,-4.53323
EX24,50.73816,-3.08849
EX3,50.68645,-3.45824
EX31,51.08566,-4.06339
EX32,51.07115,-4.01849
EX33,51.11343,-4.16894
EX34,51.19829,-4.10278
EX35,51.2236,-3.82749
EX36,51.01638,-3.79224
EX37,50.97875,-3.95179
EX38,50.94376,-4.15107
EX39,51.01394,-4.24557
EX4,50.73055,-3.52621
EX5,50.75684,-3.43916
EX6,50.67744,-3.59668
EX7,50.59183,-3.47227
EX8,50.62958,-3.40133
EX9,50.6386,-3.32239
FK1,55.98555,-3.79381
FK10,56.11516,-3.78053
FK11,56.15009,-3.84977
FK12,56.15263,-3.79998
FK13,56.15078,-3.74032
FK14,56.16536,-3.66044
FK15,56.20249,-3.94903
FK16,56.19081,-4.05966
FK17,56.24019,-4.21887
FK18,56.32448,-4.32728
FK19,56.37057,-4.3139
FK2,56.00499,-3.75461
FK20,56.4065,-4.63059
FK21,56.46574,-4.31969
FK3,56.01087,-3.71958
FK4,55.99734,-3.90662
FK5,56.02564,-3.81814
FK6,56.02149,-3.91423
FK7,56.09695,-3.91636
FK8,56.13075,-4.05001
FK9,56.14242,-3.93955
FY1,53.81551,-3.04509
FY2,53.84524,-3.03823
FY3,53.82111,-3.02092
FY4,53.79139,-3.02779
FY5,53.87415,-3.02069
FY6,53.86819,-2.981
FY7,53.91635,-3.02629
FY8,53.75026,-3.001
